sample	strain	publication	study	study_id	year	location	lat	lon	copynumber	more_than1	presence	period
SRR23103847	mel35	https://doi.org/10.1126/sciadv.adh3425	PRJNA924879	Chen2024	2017	Wuhai, Inner Mongolia	39	100	0.32748201438848923	1179	absent	2017-2019
DrosEu-209	FR_Ess_Vil_1_2017-10-17	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	France	48.75	2.158	0.32710654333675915	941	absent	2017-2019
SRR23103933	mel2	https://doi.org/10.1126/sciadv.adh3425	PRJNA924846	Chen2024	2017	Hohhot, Inner Mongolia	40	111	0.32686810551558754	625	absent	2017-2019
SRR23103753	mel133	https://doi.org/10.1126/sciadv.adh3425	PRJNA924976	Chen2024	2017	Taian, Shandong	36	116	0.32634954893228274	1082	absent	2017-2019
SRR23103900	mel70	https://doi.org/10.1126/sciadv.adh3425	PRJNA924914	Chen2024	2017	Fuyuan, Heilongjiang	48	130	0.3262344410186137	1298	absent	2017-2019
SRR23103938	mel196	https://doi.org/10.1126/sciadv.adh3425	PRJNA925037	Chen2024	2017	Rizhao, Shandong	35	118	0.32568528034715083	940	absent	2017-2019
SRR23103873	mel249	https://doi.org/10.1126/sciadv.adh3425	PRJNA925090	Chen2024	2017	Lhasa, Tibet	29	91	0.32522062350119907	1079	absent	2017-2019
DrosEu-53	GB_Edi_Edi_1_2021-10-04	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	United Kingdom	55.9324	-3.1952	0.3250214685394542	751	absent	2020-2021
SRR23103835	mel45	https://doi.org/10.1126/sciadv.adh3425	PRJNA924889	Chen2024	2017	Hailar, Inner Mongolia	49	119	0.3245093068402421	904	absent	2017-2019
SRR23103811	mel167	https://doi.org/10.1126/sciadv.adh3425	PRJNA925008	Chen2024	2017	Beijing	39	116	0.3242689277149709	1078	absent	2017-2019
SRR3590554	WI_cp_12_frost	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	43	-90	0.32422256480529865	993	absent	2010-2017
SRR23103862	mel258	https://doi.org/10.1126/sciadv.adh3425	PRJNA925099	Chen2024	2017	Lhasa, Tibet	29	91	0.3237219367363252	1025	absent	2017-2019
SRR189102	GA130_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2002	Gabon	-2	14	0.32167077766358343	1163	absent	<2010
SRR23104030	mel228	https://doi.org/10.1126/sciadv.adh3425	PRJNA925069	Chen2024	2017	Lhasa, Tibet	29	91	0.32098823798104376	1019	absent	2017-2019
SRR23103806	mel103	https://doi.org/10.1126/sciadv.adh3425	PRJNA924947	Chen2024	2017	Weinan, Shaanxi	30	109	0.3209832134292566	1125	absent	2017-2019
SRR23103930	mel201	https://doi.org/10.1126/sciadv.adh3425	PRJNA925042	Chen2024	2017	Dalian, Liaoning	38	121	0.32019470138175177	535	absent	2017-2019
DrosEu-201	RU_Nov_Val_1_2017-08-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Russia	58.02444	33.235277	0.31997270754824714	1305	absent	2017-2019
SRR23103870	mel251	https://doi.org/10.1126/sciadv.adh3425	PRJNA925092	Chen2024	2017	Lhasa, Tibet	29	91	0.3196990978645655	949	absent	2017-2019
SRR23103848	mel34	https://doi.org/10.1126/sciadv.adh3425	PRJNA924878	Chen2024	2017	Wuhai, Inner Mongolia	39	100	0.319138974534658	829	absent	2017-2019
SRR23103785	mel189	https://doi.org/10.1126/sciadv.adh3425	PRJNA925030	Chen2024	2017	Lanzhou, Gansu	36	100	0.31904579193787824	891	absent	2017-2019
DrosEu-232	DE_Bay_Mun_1_2017-09-03	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Germany	48.18	11.61	0.3189280575539568	1112	absent	2017-2019
SRR23104042	mel218	https://doi.org/10.1126/sciadv.adh3425	PRJNA925059	Chen2024	2017	Lhasa, Tibet	29	91	0.3188827223935138	924	absent	2017-2019
SRR23103954	mel154	https://doi.org/10.1126/sciadv.adh3425	PRJNA924995	Chen2024	2017	Yinchuan, Ningxia	38	100	0.31849286285257505	1027	absent	2017-2019
SRR23104031	mel227	https://doi.org/10.1126/sciadv.adh3425	PRJNA925068	Chen2024	2017	Lhasa, Tibet	29	91	0.31783373301358914	755	absent	2017-2019
DrosEu-191	DE_Bad_Bro_1_2017-06-27	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Germany	48.217898	7.819194	0.3177842868562293	1306	absent	2017-2019
SRR23103924	mel107	https://doi.org/10.1126/sciadv.adh3425	PRJNA924951	Chen2024	2017	Baotou, Inner Mongolia	40	110	0.31774294849834417	804	absent	2017-2019
SRR23103896	mel73	https://doi.org/10.1126/sciadv.adh3425	PRJNA924917	Chen2024	2017	Fuyuan, Heilongjiang	48	130	0.3174732214228617	720	absent	2017-2019
SRR23103814	mel164	https://doi.org/10.1126/sciadv.adh3425	PRJNA925005	Chen2024	2017	Beijing	39	116	0.3171233299075026	1074	absent	2017-2019
SRR23103778	mel91	https://doi.org/10.1126/sciadv.adh3425	PRJNA924935	Chen2024	2017	Chifeng, Inner Mongolia	42	118	0.3170234098435537	734	absent	2017-2019
SRR23103921	mel209	https://doi.org/10.1126/sciadv.adh3425	PRJNA925050	Chen2024	2017	Lhasa, Tibet	29	91	0.31694187507137145	521	absent	2017-2019
SRR23103839	mel41	https://doi.org/10.1126/sciadv.adh3425	PRJNA924885	Chen2024	2017	Shenyang, Liaoning	41	123	0.3168284800730844	748	absent	2017-2019
SRR23103888	mel80	https://doi.org/10.1126/sciadv.adh3425	PRJNA924924	Chen2024	2017	Harbin, Heilongjiang	45	126	0.31679890373415553	1114	absent	2017-2019
SRR23104020	mel236	https://doi.org/10.1126/sciadv.adh3425	PRJNA925077	Chen2024	2017	Lhasa, Tibet	29	91	0.31676304670549277	585	absent	2017-2019
SRR23103928	mel203	https://doi.org/10.1126/sciadv.adh3425	PRJNA925044	Chen2024	2017	Lhasa, Tibet	29	91	0.31670400822199385	844	absent	2017-2019
SRR23103801	mel175	https://doi.org/10.1126/sciadv.adh3425	PRJNA925016	Chen2024	2017	Yantai, Shandong	37	120	0.316206463400708	735	absent	2017-2019
DrosEu-226	UA_Kie_Vys_1_2017-08-11	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	50.383359	30.367921	0.3159326253283088	792	absent	2017-2019
SRR23103793	mel181	https://doi.org/10.1126/sciadv.adh3425	PRJNA925022	Chen2024	2017	Zhangye, Gansu	38	100	0.31544307411213884	818	absent	2017-2019
SRR23103777	mel92	https://doi.org/10.1126/sciadv.adh3425	PRJNA924936	Chen2024	2017	Chifeng, Inner Mongolia	42	118	0.3148697042366107	848	absent	2017-2019
SRR189415	UG5N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2005	Uganda	1	33	0.3148046134520955	1189	absent	<2010
SRR23104017	mel239	https://doi.org/10.1126/sciadv.adh3425	PRJNA925080	Chen2024	2017	Lhasa, Tibet	29	91	0.31477777777777777	487	absent	2017-2019
SRR23103967	mel100	https://doi.org/10.1126/sciadv.adh3425	PRJNA924944	Chen2024	2017	Weinan, Shaanxi	30	109	0.3147392942788626	986	absent	2017-2019
SRR23103874	mel248	https://doi.org/10.1126/sciadv.adh3425	PRJNA925089	Chen2024	2017	Lhasa, Tibet	29	91	0.31434121274409044	815	absent	2017-2019
SRR23103895	mel74	https://doi.org/10.1126/sciadv.adh3425	PRJNA924918	Chen2024	2017	Urumqi, Xinjiang	43	87	0.31374557496859656	1037	absent	2017-2019
SRR23103771	mel98	https://doi.org/10.1126/sciadv.adh3425	PRJNA924942	Chen2024	2017	Tianshui, Gansu	34	105	0.31274317688706177	991	absent	2017-2019
SRR23103957	mel152	https://doi.org/10.1126/sciadv.adh3425	PRJNA924993	Chen2024	2017	Saybag District, Urumqi, Xinjiang	40	86	0.31188831791709487	692	absent	2017-2019
SRR23103754	mel10	https://doi.org/10.1126/sciadv.adh3425	PRJNA924854	Chen2024	2017	Lanzhou, Gansu	36	103	0.31174740207833734	764	absent	2017-2019
SRR23103840	mel40	https://doi.org/10.1126/sciadv.adh3425	PRJNA924884	Chen2024	2017	Shenyang, Liaoning	41	123	0.3115815918693617	1033	absent	2017-2019
SRR23104025	mel232	https://doi.org/10.1126/sciadv.adh3425	PRJNA925073	Chen2024	2017	Lhasa, Tibet	29	91	0.31123318488066687	676	absent	2017-2019
SRR3939084	PA_st_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	41	-78	0.31086079707662445	845	absent	2010-2017
SRR23103946	mel161	https://doi.org/10.1126/sciadv.adh3425	PRJNA925002	Chen2024	2017	Shihezi, Xinjiang	40	86	0.3106808267671577	746	absent	2017-2019
DrosEu-184	UA_Che_Uma_1_2019-08-13	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	48.769055	30.173227	0.309829279433596	1046	absent	2017-2019
SRR23103772	mel97	https://doi.org/10.1126/sciadv.adh3425	PRJNA924941	Chen2024	2017	Tianshui, Gansu	34	105	0.30880004567774355	909	absent	2017-2019
SRR23103966	mel144	https://doi.org/10.1126/sciadv.adh3425	PRJNA924985	Chen2024	2017	Hami, Xinjiang	42	93	0.30848041566746603	874	absent	2017-2019
SRR098916	CO10b-3_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Cameroon	6	10	0.3080791366906475	534	absent	<2010
SRR3590558	NY_it_12_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	42	-77	0.30795192417494577	1032	absent	2010-2017
SRR23103977	mel19	https://doi.org/10.1126/sciadv.adh3425	PRJNA924863	Chen2024	2017	Dandong, Liaoning	40	124	0.3077338129496403	725	absent	2017-2019
SRR23103820	mel57	https://doi.org/10.1126/sciadv.adh3425	PRJNA924901	Chen2024	2017	Mohe, Heilongjiang	53	122	0.3074015073655361	611	absent	2017-2019
SRR23103841	mel4	https://doi.org/10.1126/sciadv.adh3425	PRJNA924848	Chen2024	2017	Hohhot, Inner Mongolia	40	111	0.30719492977046936	805	absent	2017-2019
SRR23103761	mel127	https://doi.org/10.1126/sciadv.adh3425	PRJNA924970	Chen2024	2017	Yanji, Jilin	42	129	0.3069303414411328	739	absent	2017-2019
SRR23103812	mel166	https://doi.org/10.1126/sciadv.adh3425	PRJNA925007	Chen2024	2017	Beijing	39	116	0.30690179285143315	924	absent	2017-2019
SRR23103774	mel95	https://doi.org/10.1126/sciadv.adh3425	PRJNA924939	Chen2024	2017	Tianshui, Gansu	34	105	0.3066655247230787	735	absent	2017-2019
SRR23103914	mel215	https://doi.org/10.1126/sciadv.adh3425	PRJNA925056	Chen2024	2017	Lhasa, Tibet	29	91	0.30596425716569603	758	absent	2017-2019
SRR3939045	CA_pl_13_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2013	USA	39	-121	0.30522861710631494	1077	absent	2010-2017
SRR23103922	mel208	https://doi.org/10.1126/sciadv.adh3425	PRJNA925049	Chen2024	2017	Lhasa, Tibet	29	91	0.30520075368276806	690	absent	2017-2019
SRR23103807	mel170	https://doi.org/10.1126/sciadv.adh3425	PRJNA925011	Chen2024	2017	Turpan, Xinjiang	43	89	0.3051523352746374	689	absent	2017-2019
SRR23104027	mel230	https://doi.org/10.1126/sciadv.adh3425	PRJNA925071	Chen2024	2017	Lhasa, Tibet	29	91	0.3051148795249515	989	absent	2017-2019
SRR23103794	mel180	https://doi.org/10.1126/sciadv.adh3425	PRJNA925021	Chen2024	2017	Zhangye, Gansu	38	100	0.3050806212173119	855	absent	2017-2019
SRR23103974	mel136	https://doi.org/10.1126/sciadv.adh3425	PRJNA924979	Chen2024	2017	Guide County, Qinghai	36	101	0.3048534886376613	875	absent	2017-2019
DrosEu-156	RU_Vla_Ale_1_2017-08-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Russia	56.41472	38.71611	0.30478816946442844	296	absent	2017-2019
SRR23876564	H4	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1815	Lund, Sweden	55	13	0.30398858056412015	51	absent	<2010
SRR23103868	mel252	https://doi.org/10.1126/sciadv.adh3425	PRJNA925093	Chen2024	2017	Lhasa, Tibet	29	91	0.3036425716569601	1104	absent	2017-2019
DrosEu-228	PL_War_Brz_1_2017-08-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Poland	54.2735	19.620167	0.3030960374557497	1019	absent	2017-2019
DrosEu-170	MA_Ori_Ber_1_2019-09-11	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Morocco	35.02990908	-2.402129163	0.30253283087815463	733	absent	2017-2019
SRR23104044	mel216	https://doi.org/10.1126/sciadv.adh3425	PRJNA925057	Chen2024	2017	Lhasa, Tibet	29	91	0.30023581135091926	821	absent	2017-2019
SRR23103780	mel90	https://doi.org/10.1126/sciadv.adh3425	PRJNA924934	Chen2024	2017	Chifeng, Inner Mongolia	42	118	0.300032887975334	937	absent	2017-2019
SRR23103863	mel257	https://doi.org/10.1126/sciadv.adh3425	PRJNA925098	Chen2024	2017	Lhasa, Tibet	29	91	0.29901199040767384	851	absent	2017-2019
SRR23103871	mel250	https://doi.org/10.1126/sciadv.adh3425	PRJNA925091	Chen2024	2017	Lhasa, Tibet	29	91	0.29890373415553273	678	absent	2017-2019
SRR3939100	CA_st_12_frost	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	38	-121	0.29869544364508394	975	absent	2010-2017
SRR3939094	IL_ur_15_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	USA	40	-88	0.2983372159415325	504	absent	2010-2017
DrosEu-124	UA_Ode_Ode_1_2020-10-30	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	46.441227	30.771592	0.29826116249857254	192	absent	2020-2021
SRR23103999	mel115	https://doi.org/10.1126/sciadv.adh3425	PRJNA924958	Chen2024	2017	Jiayuguan, Gansu	39	98	0.2979666552472308	515	absent	2017-2019
SRR23103892	mel77	https://doi.org/10.1126/sciadv.adh3425	PRJNA924921	Chen2024	2017	Urumqi, Xinjiang	43	87	0.2973179170948955	913	absent	2017-2019
SRR23103960	mel15	https://doi.org/10.1126/sciadv.adh3425	PRJNA924859	Chen2024	2017	Duolun County, Inner Mongolia	40	116	0.29683259107000115	689	absent	2017-2019
SRR23103901	mel7	https://doi.org/10.1126/sciadv.adh3425	PRJNA924851	Chen2024	2017	Lanzhou, Gansu	36	103	0.2968293936279548	798	absent	2017-2019
DrosEu-7	ES_Ler_Gim_1_2018-08-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Spain	41.656416	0.388472	0.29589516957862283	951	absent	2017-2019
SRR23104036	mel223	https://doi.org/10.1126/sciadv.adh3425	PRJNA925064	Chen2024	2017	Lhasa, Tibet	29	91	0.2954647710403106	443	absent	2017-2019
DrosEu-100	FR_Cot_Mar_1_2020-08-02	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	France	47.42884	5.0776	0.2949663126641544	41	absent	2020-2021
DrosEu-130	UA_Che_Uma_1_2020-09-27	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	48.76224	30.244566	0.2938224277720681	426	absent	2020-2021
SRR23103973	mel137	https://doi.org/10.1126/sciadv.adh3425	PRJNA924980	Chen2024	2017	Guide County, Qinghai	36	101	0.2935586388032431	776	absent	2017-2019
SRR306629	RG4N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.2935009706520498	1118	absent	<2010
SRR23103800	mel176	https://doi.org/10.1126/sciadv.adh3425	PRJNA925017	Chen2024	2017	Yantai, Shandong	37	120	0.29297818887746946	584	absent	2017-2019
SRR23103834	mel118	https://doi.org/10.1126/sciadv.adh3425	PRJNA924961	Chen2024	2017	Jiayuguan, Gansu	39	98	0.29285794221765443	814	absent	2017-2019
SRR23103962	mel148	https://doi.org/10.1126/sciadv.adh3425	PRJNA924989	Chen2024	2017	Hami, Xinjiang	42	93	0.29280449925773666	587	absent	2017-2019
SRR23103947	mel160	https://doi.org/10.1126/sciadv.adh3425	PRJNA925001	Chen2024	2017	Shihezi, Xinjiang	40	86	0.2927661299531803	556	absent	2017-2019
DrosEu-183	UA_Pol_Pyr_1_2019-09-06	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	50.3265	32.493228	0.2923363023866621	410	absent	2017-2019
SRR189393	RG36_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.29132248486924744	1094	absent	<2010
SRR3939058	MI_bh_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	42	-86	0.2904654562064634	726	absent	2010-2017
SRR23103988	mel116	https://doi.org/10.1126/sciadv.adh3425	PRJNA924959	Chen2024	2017	Jiayuguan, Gansu	39	98	0.29035582962201667	696	absent	2017-2019
SRR23103889	mel8	https://doi.org/10.1126/sciadv.adh3425	PRJNA924852	Chen2024	2017	Lanzhou, Gansu	36	103	0.2900853031860226	470	absent	2017-2019
SRR23104021	mel235	https://doi.org/10.1126/sciadv.adh3425	PRJNA925076	Chen2024	2017	Lhasa, Tibet	29	91	0.2893194016215599	636	absent	2017-2019
SRR3939082	MA_la_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	42	-72	0.28880015987210234	728	absent	2010-2017
DrosEu-52	GB_Edi_Edi_1_2021-08-29	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	United Kingdom	55.9323	-3.1951	0.28769647139431315	660	absent	2020-2021
SRR23103956	mel101	https://doi.org/10.1126/sciadv.adh3425	PRJNA924945	Chen2024	2017	Weinan, Shaanxi	30	109	0.2876107114308553	560	absent	2017-2019
SRR3939095	PA_li_13_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2013	USA	40	-75	0.2863462372958776	324	absent	2010-2017
SRR23104040	mel22	https://doi.org/10.1126/sciadv.adh3425	PRJNA924866	Chen2024	2017	Linhe, Bayannur, Inner Mongolia	40	107	0.2853535457348407	794	absent	2017-2019
SRR189088	FR14_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	France	46	5	0.2845958661642115	1162	absent	2010-2017
SRR23103766	WLMQ2	https://doi.org/10.1126/sciadv.adh3425	PRJNA925136	Chen2024	2017	Urumqi, Xinjiang	43	87	0.28442457462601345	517	absent	2017-2019
SRR23103784	mel87	https://doi.org/10.1126/sciadv.adh3425	PRJNA924931	Chen2024	2017	Jiamusi, Heilongjiang	46	130	0.28422324997145143	456	absent	2017-2019
SRR23103965	mel145	https://doi.org/10.1126/sciadv.adh3425	PRJNA924986	Chen2024	2017	Hami, Xinjiang	42	93	0.2840749114993719	617	absent	2017-2019
SRR23103893	mel76	https://doi.org/10.1126/sciadv.adh3425	PRJNA924920	Chen2024	2017	Urumqi, Xinjiang	43	87	0.2840229530661185	495	absent	2017-2019
SRR23103802	mel174	https://doi.org/10.1126/sciadv.adh3425	PRJNA925015	Chen2024	2017	Yantai, Shandong	37	120	0.2832165125042823	754	absent	2017-2019
SRR189105	GA141_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2002	Gabon	-2	14	0.28306326367477447	1005	absent	<2010
SRR23103817	mel6	https://doi.org/10.1126/sciadv.adh3425	PRJNA924850	Chen2024	2017	Lanzhou, Gansu	36	103	0.28159643713600546	478	absent	2017-2019
SRR23103768	mel123	https://doi.org/10.1126/sciadv.adh3425	PRJNA924966	Chen2024	2017	Yantai, Shandong	37	120	0.28111910471622703	533	absent	2017-2019
SRR23103958	mel151	https://doi.org/10.1126/sciadv.adh3425	PRJNA924992	Chen2024	2017	Saybag District, Urumqi, Xinjiang	40	86	0.28076338928856914	824	absent	2017-2019
DrosEu-141	UA_Vol_Lut_1_2019-08-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	50.747778	25.324444	0.2780264930912413	474	absent	2017-2019
SRR23103951	mel157	https://doi.org/10.1126/sciadv.adh3425	PRJNA924998	Chen2024	2017	Yinchuan, Ningxia	38	100	0.27797659015644627	589	absent	2017-2019
SRR23103949	mel159	https://doi.org/10.1126/sciadv.adh3425	PRJNA925000	Chen2024	2017	Shihezi, Xinjiang	40	86	0.27775722279319404	770	absent	2017-2019
SRR8494450	RU_Val_16_20	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Russia	58	33	0.2776200753682768	328	absent	2010-2017
DrosEu-4	ES_Gra_Ben_1_2017-10-05	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Spain	37.363279	-3.168799	0.2772840013703323	911	absent	2017-2019
SRR23103976	mel134	https://doi.org/10.1126/sciadv.adh3425	PRJNA924977	Chen2024	2017	Guide County, Qinghai	36	101	0.2761875071371474	744	absent	2017-2019
SRR23103815	mel163	https://doi.org/10.1126/sciadv.adh3425	PRJNA925004	Chen2024	2017	Shihezi, Xinjiang	40	86	0.2754938906018043	541	absent	2017-2019
DrosEu-193	DE_Bad_Bro_1_2019-07-03	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Germany	48.217898	7.819194	0.275000570971794	778	absent	2017-2019
DrosEu-117	DE_Bad_Wal_1_2020-10-02	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Germany	47.622135	8.217058	0.2743180312892543	286	absent	2020-2021
DrosEu-164	FI_Pir_Aka_1_2018-09-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Finland	61.1	23.5	0.2742291880781089	809	absent	2017-2019
SRR189094	FR310_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	France	46	5	0.27367762932511136	999	absent	2010-2017
SRR23103813	mel165	https://doi.org/10.1126/sciadv.adh3425	PRJNA925006	Chen2024	2017	Beijing	39	116	0.27285474477560806	868	absent	2017-2019
DrosEu-223	UA_Ode_Ode_1_2017-09-23	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	46.441227	30.771592	0.2716890487609912	368	absent	2017-2019
SRR23103809	mel169	https://doi.org/10.1126/sciadv.adh3425	PRJNA925010	Chen2024	2017	Turpan, Xinjiang	43	89	0.2713017014959461	402	absent	2017-2019
SRR23103945	mel102	https://doi.org/10.1126/sciadv.adh3425	PRJNA924946	Chen2024	2017	Weinan, Shaanxi	30	109	0.27102009820714856	469	absent	2017-2019
DrosEu-6	ES_Ler_Gim_1_2018-10-26	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Spain	41.65	0.38	0.27095192417494574	766	absent	2017-2019
SRR23103898	mel72	https://doi.org/10.1126/sciadv.adh3425	PRJNA924916	Chen2024	2017	Fuyuan, Heilongjiang	48	130	0.2704925202694987	291	absent	2017-2019
SRR23103810	mel168	https://doi.org/10.1126/sciadv.adh3425	PRJNA925009	Chen2024	2017	Beijing	39	116	0.2687082334132694	529	absent	2017-2019
SRR23103756	mel131	https://doi.org/10.1126/sciadv.adh3425	PRJNA924974	Chen2024	2017	Taian, Shandong	36	116	0.26853865479045336	368	absent	2017-2019
SRR23103782	mel89	https://doi.org/10.1126/sciadv.adh3425	PRJNA924933	Chen2024	2017	Chifeng, Inner Mongolia	42	118	0.2684144113280804	597	absent	2017-2019
SRR3590553	AT_gr_12_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	Austria	48	16	0.2666789996574169	737	absent	2010-2017
DrosEu-200	HR_Dub_Kam_1_2017-09-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Montenegro	42.282	18.322	0.26652951924174945	550	absent	2017-2019
SRR23103931	mel200	https://doi.org/10.1126/sciadv.adh3425	PRJNA925041	Chen2024	2017	Dalian, Liaoning	38	121	0.26608050702295305	461	absent	2017-2019
SRR3939089	PA_st_15_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	USA	41	-78	0.2654589471280119	550	absent	2010-2017
SRR23103882	mel85	https://doi.org/10.1126/sciadv.adh3425	PRJNA924929	Chen2024	2017	Jiamusi, Heilongjiang	46	130	0.26540870161014046	486	absent	2017-2019
SRR23103762	mel126	https://doi.org/10.1126/sciadv.adh3425	PRJNA924969	Chen2024	2017	Yanji, Jilin	42	129	0.2650607513988809	414	absent	2017-2019
DrosEu-24	TR_Ank_Yes_1_2017-10-13	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Turkey	40.231449	32.260333	0.26504830421377185	871	absent	2017-2019
SRR3939059	MI_bh_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	42	-86	0.26483772981614706	649	absent	2010-2017
DrosEu-140	UA_Che_Uma_1_2019-10-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	48.769055	30.173227	0.2643727303871189	386	absent	2017-2019
SRR23103961	mel149	https://doi.org/10.1126/sciadv.adh3425	PRJNA924990	Chen2024	2017	Saybag District, Urumqi, Xinjiang	40	86	0.2638702752084047	230	absent	2017-2019
DrosEu-21	TR_Ank_Yes_1_2017-07-29	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Turkey	40.231446	32.26033	0.2638562293022725	437	absent	2017-2019
DrosEu-5	ES_Ler_Gim_1_2017-10-14	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Spain	41.656416	0.388472	0.2637307297019527	623	absent	2017-2019
SRR5647730	UA_Kha_14_46	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	36	0.26359027064063034	49	absent	2010-2017
DrosEu-163	FI_Pir_Aka_1_2018-07-17	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Finland	61.1	23.5	0.2635263217997031	510	absent	2017-2019
SRR23103963	mel147	https://doi.org/10.1126/sciadv.adh3425	PRJNA924988	Chen2024	2017	Hami, Xinjiang	42	93	0.26259061322370675	488	absent	2017-2019
SRR189040	CK2_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	Congo	1	25	0.2618716455407103	69	absent	2010-2017
SRR189249	KO10-1-3_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.261771953865479	459	absent	<2010
DrosEu-138	UA_Ode_Ode_1_2019-06-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	46.441227	30.771592	0.26136553614251457	682	absent	2017-2019
DrosEu-161	RS_Sre_Sta_1_2019-07-21	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Serbia	44.9863	20.1664	0.26065147881694645	430	absent	2017-2019
SRR23103912	mel60	https://doi.org/10.1126/sciadv.adh3425	PRJNA924904	Chen2024	2017	Erdaobaihezhen, Jilin	42	128	0.2584010505881009	266	absent	2017-2019
SRR189414	NG3N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Nigeria	12	13	0.25833710174717367	850	absent	<2010
DrosEu-203	RU_Vla_Ale_1_2018-09-09	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Russia	56.41472	38.71611	0.2573879182368391	657	absent	2017-2019
