sampleId	sampleId_orig	locality	lat	long	continent	country	city	province	min_day	max_day	min_month	max_month	year	jday	exactDate	sr_season	bio_rep	tech_rep	exp_rep	loc_rep	fruit_type	subsample	nFlies	fly_type	library_type	sampling_strategy	seq_platform	set	collector	SRA_Accession	reference	SequencingId	low_qual	DIN	DNA_result	DNA_Status	library_result	totalreads	SimCont.Norm	pcrdup	pNpS	private	Cov	Miss	Recommendation	collapsedSamples	N	cluster1.0	cluster2.0_k4	cluster2.0_k5	cluster2.0_k8	fruit_type_curated
RS_Mac_Zaj_1_2020-09-13	NA	RS_Mac_Zaj	44.4455	19.2512	Europe	Serbia	Zajaca	Macvanski	13	13	9	9	2020	257	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Mihailo Jelic; Mina Rakic; Marija Savic Veselinovic	NA	NA	DrosEu-58	FALSE	7	Pass	NA	Pass	NA	0.007516378	0.197334	0.357469798	3.752586179	41.16100906	0.003242866	Pass	NA	NA	3	2	1	8	Apple
RS_Pod_Sta_1_2019-09-19	NA	RS_Pod_Sta	44.59	20.9	Europe	Serbia	Stara Pazova	Podunavski	19	19	9	9	2019	262	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Aleksandra Patenkovic	NA	NA	DrosEu-162	FALSE	6.7	Hold	DIN	Pass	66054908	0.008207883	0.444498	0.374507424	4.123426935	60.5831688	0.007452962	Pass	NA	NA	3	2	1	8	Apple
RS_Sre_Sla_1_2016-06-18	RS_Sla_16_30	RS_Sre_Sla	45.15	20.18	Europe	Serbia	Slankamen	Sremski	18	18	6	6	2016	170	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Marina_Stamenkovic_(Marija_T)	SRR8494473	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008078176	0.165953	0.351486825	4.13481437	59.07552145	0.034789226	Pass	NA	NA	3	2	1	8	NA
RS_Sre_Sla_1_2016-09-09	RS_Sla_16_31	RS_Sre_Sla	45.15	20.18	Europe	Serbia	Slankamen	Sremski	9	9	9	9	2016	253	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Marina_Stamenkovic_(Marija_T)	SRR8494474	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008283369	0.169006	0.351797891	4.175192788	58.67586211	0.035946699	Pass	NA	NA	3	2	1	8	NA
RS_Sre_Sla_1_2017-06-28	NA	RS_Sre_Sla	45.13	20.25	Europe	Serbia	Slankamen	Sremski	28	28	6	6	2017	179	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Marija Tanaskovic	NA	NA	DrosEu-198	FALSE	6.2	Hold	DIN	Pass	61060454	0.007681445	0.257578	0.34931961	3.921426341	35.70732667	0.004701234	Pass	NA	NA	2	3	2	7	Apple
RS_Sre_Sla_1_2017-09-28	NA	RS_Sre_Sla	45.13	20.25	Europe	Serbia	Slankamen	Sremski	28	28	9	9	2017	271	TRUE	NA	BR-1	TR-1	NA	NA	Beer added	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Marija Tanaskovic	NA	NA	DrosEu-199	FALSE	5.9	Fail	DIN	Fail	82567902	0.008944235	0.635375	0.375624779	4.3038222	42.89025108	0.008491048	Pass	NA	NA	2	3	2	7	Beer
RS_Sre_Sla_1_2019-06-14	NA	RS_Sre_Sla	45.09	20.18	Europe	Serbia	Slankamen	Sremski	14	14	6	6	2019	165	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	39	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Marija Tanaskovic; Marija Savic Veselinovic	NA	NA	DrosEu-159	FALSE	7	Pass	NA	Pass	NA	0.007429701	0.272738	0.351494312	3.915188705	41.93999841	0.00874875	Pass	NA	NA	3	2	1	8	Apple
RS_Sre_Sta_1_2019-07-21	NA	RS_Sre_Sta	44.9863	20.1664	Europe	Serbia	Stara Pazova	Sremski	21	21	7	7	2019	202	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Aleksandra Patenkovic	NA	NA	DrosEu-161	FALSE	6.5	Hold	DIN	Pass	NA	0.027531551	0.306117	0.349573759	3.834166284	37.61989416	0.005532091	Pass	NA	NA	3	2	1	8	Apple
RS_Sre_Sta_1_2020-07-02	NA	RS_Sre_Sta	44.9863	20.1667	Europe	Serbia	Stara Pazova	Sremski	2	2	7	7	2020	184	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Aleksandra Patenkovic	NA	NA	DrosEu-61	FALSE	7.2	Pass	NA	Pass	NA	0.027937293	0.196233	0.359153528	3.736874362	45.16058663	0.003636941	Pass	NA	NA	3	2	1	8	Apple
RS_Sre_Sta_1_2020-09-14	NA	RS_Sre_Sta	44.9863	20.1667	Europe	Serbia	Stara Pazova	Sremski	14	14	9	9	2020	258	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Aleksandra Patenkovic	NA	NA	DrosEu-63	FALSE	6.8	Hold	DIN	Pass	NA	0.007612568	0.198733	0.357371228	3.695569227	41.66864062	0.002960899	Pass	NA	NA	3	2	1	8	Apple
RS_Sre_Sta_1_2021-06-22	NA	RS_Sre_Sta	44.9863	20.1667	Europe	Serbia	Stara Pazova	Sremski	22	22	6	6	2021	173	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Sweep Netting	NovaSeq6000	DrosEU_3	Aleksandra Patenkovic	NA	NA	DrosEu-62	FALSE	6.7	Hold	DIN	Pass	NA	0.012123018	0.218289	0.35856626	3.77524626	47.86376297	0.003207923	Pass	NA	NA	3	2	1	8	Apple
RS_Zaj_Kal_1_2016-06-30	RS_Kal_16_28	RS_Zaj_Kal	43.4	22.42	Europe	Serbia	Kalna	Zajecarski	30	30	6	6	2016	182	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Marina_Stamenkovic	SRR8494479	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008027292	0.176476	0.358009755	4.284971855	62.92390889	0.041090539	Pass	NA	NA	3	2	1	8	NA
RS_Zaj_Kal_1_2016-09-13	RS_Kal_16_29	RS_Zaj_Kal	43.4	22.42	Europe	Serbia	Kalna	Zajecarski	13	13	9	9	2016	257	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Marina_Stamenkovic_(Sonja)	SRR8494471	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008693526	0.187529	0.368822609	4.38548115	74.86674026	0.036709127	Pass	NA	NA	3	2	1	8	NA
RU_Cri_Yal_1_2014-06-20	UA_Yal_14_16	RU_Cri_Yal	44.5015	34.16611944	Europe	Ukraine	Yalta	Crimea	20	20	6	6	2014	171	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	NextSeq 500	DrosEU	Iryna_Kozeretska	SRR5647764	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.007547718	0.046785	0.355853834	3.98511198	71.42027064	0.04876723	Pass	NA	NA	3	2	1	8	NA
RU_Cri_Yal_1_2014-08-27	UA_Yal_14_18	RU_Cri_Yal	44.5015	34.16611944	Europe	Ukraine	Yalta	Crimea	27	27	8	8	2014	239	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	NextSeq 500	DrosEU	Iryna_Kozeretska	SRR5647763	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.007669476	0.051921	0.356623932	3.962889987	62.21181815	0.03423063	Pass	NA	NA	3	2	1	8	NA
RU_Cri_Yal_1_2015-06-24	UA_Yal_15_23	RU_Cri_Yal	44.5015	34.16611944	Europe	Ukraine	Yalta	Crimea	24	24	6	6	2015	175	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Iryna_Kozeretska	SRR8439131	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008468079	0.297647	0.336821969	3.835690571	27.16161557	0.020247287	Pass	NA	NA	3	2	1	8	NA
RU_Cri_Yal_1_2015-08-24	UA_Yal_15_63	RU_Cri_Yal	44.5015	34.16611944	Europe	Ukraine	Yalta	Crimea	24	24	8	8	2015	236	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Iryna_Kozeretska	SRR8439167	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008672418	0.193531	0.360468007	4.266161112	59.65649531	0.039203639	Pass	NA	NA	3	2	1	8	NA
RU_Cri_Yal_1_2016-08-20	UA_Yal_16_61	RU_Cri_Yal	44.5015	34.1661	Europe	Ukraine	Yalta	Crimea	20	20	8	8	2016	233	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Iryna_Kozerestka	SRR8494436	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008502477	0.193544	0.357048414	4.260286096	56.28423919	0.039633142	Pass	NA	NA	3	2	1	8	NA
RU_Nov_Val_1_2014-08-17	RU_Val_14_51	RU_Nov_Val	57.9788789	33.243615	Europe	Russia	Valday	Novgorod	17	17	8	8	2014	229	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	NextSeq 500	DrosEU	Elena_Pasyukova	SRR5647741	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.009630401	0.056566	1.408436033	5.833747439	74.17911863	0.060049803	Abnormal PNPS	NA	NA	NA	NA	NA	NA	NA
RU_Nov_Val_1_2015-08-23	RU_val_15_36	RU_Nov_Val	58.024	33.23528	Europe	Russia	Valday	Novgorod	23	23	8	8	2015	235	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	elena_pasyukova	SRR8439160	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008452033	0.143799	0.374290552	3.731346976	66.44722069	0.00789848	Pass	NA	NA	3	2	1	8	NA
RU_Nov_Val_1_2015-10-05	RU_val_15_38	RU_Nov_Val	58.024	33.23528	Europe	Russia	Valday	Novgorod	5	5	10	10	2015	278	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	elena_pasyukova	SRR8439158	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008135393	0.130595	0.358644212	3.589055531	74.47175471	0.012217772	Pass	NA	NA	3	2	1	8	NA
RU_Nov_Val_1_2016-08-23	RU_Val_16_19	RU_Nov_Val	58.02444	33.235277	Europe	Russia	Valday	Novgorod	23	23	8	8	2016	236	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Elena_Pasyukova	SRR8494449	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008328589	0.158272	0.367683737	4.342442421	67.7523073	0.042224717	Pass	NA	NA	3	2	1	8	NA
RU_Nov_Val_1_2016-09-29	RU_Val_16_20	RU_Nov_Val	58.02444	33.235277	Europe	Russia	Valday	Novgorod	29	29	9	9	2016	273	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Elena_Pasyukova	SRR8494450	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008205437	0.186268	0.372747756	4.43562143	70.46024776	0.046732796	Pass	NA	NA	3	2	1	8	NA
RU_Nov_Val_1_2016-10-24	RU_Val_16_21	RU_Nov_Val	58.02444	33.235277	Europe	Russia	Valday	Novgorod	24	24	10	10	2016	298	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Elena_Pasyukova	SRR8494477	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008096241	0.19701	0.343985921	4.348713647	79.55698031	0.046880816	Pass	NA	NA	3	2	1	8	NA
RU_Nov_Val_1_2017-08-25	NA	RU_Nov_Val	58.02444	33.235277	Europe	Russia	Valday	Novgorod	20	30	8	8	2017	237	FALSE	NA	BR-1	TR-1	NA	NA	Boiled apples plus microvaves banans	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Elena Pasyukova	NA	NA	DrosEu-201	FALSE	6	Hold	DIN	Pass	NA	0.007822612	0.293122	0.351657876	4.000260499	41.97374149	0.008654599	Pass	NA	NA	3	2	1	8	Apple_Banana
RU_Nov_Val_1_2017-10-01	NA	RU_Nov_Val	58.02444	33.235277	Europe	Russia	Valday	Novgorod	1	1	10	10	2017	274	TRUE	NA	BR-1	TR-1	NA	NA	Boiled apples plus microvaves banans	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Elena Pasyukova	NA	NA	DrosEu-202	FALSE	5.8	Fail	DIN	Fail	76174768	0.007948555	0.43875	0.352409878	4.062168173	29.89310291	0.004476048	Pass	NA	NA	3	2	1	8	Apple_Banana
RU_Nov_Val_1_2018-08-28	NA	RU_Nov_Val	58.02444	33.235277	Europe	Russia	Valday	Novgorod	26	30	8	8	2018	240	FALSE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Dmitry Mukha	NA	NA	DrosEu-155	FALSE	6.8	Hold	DIN	Pass	NA	0.007637431	0.312578	0.364711466	3.989538803	40.1550049	0.00435569	Pass	NA	NA	3	2	1	8	Apple
RU_Tul_Tul_1_2015-09-20	RU_tul_15_37	RU_Tul_Tul	53.99778	38.13167	Europe	Russia	Tula	Tula	20	20	9	9	2015	263	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	elena_pasyukova	SRR8439159	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008350587	0.133657	0.35799216	3.90227492	79.8182479	0.015181097	Pass	NA	NA	3	2	1	8	NA
RU_Vla_Ale_1_2015-09-15	RU_Ale_15_55	RU_Vla_Ale	56.41472	38.71611	Europe	Russia	Alexandrov	Vladimir	15	15	9	9	2015	258	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	elena_pasyukova	SRR8439141	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.00812897	0.290769	0.32716162	3.659345636	58.83240653	0.017210194	Pass	NA	NA	3	2	1	8	NA
RU_Vla_Ale_1_2016-10-15	RU_Ale_16_22	RU_Vla_Ale	56.41472	38.71611	Europe	Russia	Alexandrov	Vladimir	15	15	10	10	2016	289	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Elena_Pasyukova	SRR8494476	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008332183	0.176669	0.363402518	4.359399072	60.9047111	0.038325221	Pass	NA	NA	3	2	1	8	NA
RU_Vla_Ale_1_2017-08-15	NA	RU_Vla_Ale	56.41472	38.71611	Europe	Russia	Alexandrov	Vladimir	10	20	8	8	2017	227	FALSE	NA	BR-1	TR-1	NA	NA	Lab food + a piece of banana	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Vladimir Alatortcev	NA	NA	DrosEu-156	FALSE	7.1	Pass	NA	Pass	65683528	0.007828539	0.315622	0.357128523	4.064570292	30.8523139	0.005631095	Pass	NA	NA	3	2	1	8	Banana
RU_Vla_Ale_1_2018-09-09	NA	RU_Vla_Ale	56.41472	38.71611	Europe	Russia	Alexandrov	Vladimir	5	12	9	9	2018	252	FALSE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Vladimir Alatortsev	NA	NA	DrosEu-203	FALSE	6.5	Hold	DIN	Pass	NA	0.007689508	0.302922	0.339285547	3.935557645	48.44060404	0.009214651	Pass	NA	NA	3	2	1	8	Apple
RU_Vla_Ale_1_2018-10-13	NA	RU_Vla_Ale	56.41472	38.71611	Europe	Russia	Alexandrov	Vladimir	10	15	10	10	2018	286	FALSE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Vladimir Alatortsev	NA	NA	DrosEu-157	FALSE	7.1	Pass	NA	Pass	63755746	0.008213378	0.457592	0.390634662	4.237970785	57.95680557	0.003731577	Pass	NA	NA	3	2	1	8	Apple
RW_Wes_Gik_1_2008-12-16	RG	RW_Wes_Gik	-2.49	28.92	Africa	Rwanda	Gikongoro	Western	1	31	12	12	2008	351	FALSE	NA	BR-1	TR-1	NA	NA	NA	1	27	NA	haploid_embryo	NA	NA	dgn	J._Pool	NA	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pass	NA	NA	1	1	4	1	NA
SE_Ska_Lun_1_2014-07-31	SE_Lun_14_30	SE_Ska_Lun	55.694	13.198	Europe	Sweden	Lund	Skane	31	31	7	7	2014	212	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	NextSeq 500	DrosEU	Jessica_Abbott	SRR5647735	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.007618294	0.061262	0.347437507	4.013511333	53.54140463	0.053187467	Pass	NA	NA	2	3	2	7	NA
SE_Ska_Lun_1_2015-08-08	SE_Lun_15_15	SE_Ska_Lun	55.694	13.198	Europe	Sweden	Lund	Skane	8	8	8	8	2015	220	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Jessica_Abbott	SRR8439151	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.007821059	0.176952	0.373102449	3.949145952	75.67841018	0.014634149	Pass	NA	NA	2	3	2	7	NA
SE_Ska_Lun_1_2015-08-24	SE_Lun_15_14	SE_Ska_Lun	55.694	13.198	Europe	Sweden	Lund	Skane	24	24	8	8	2015	236	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Jessica_Abbott	SRR8439156	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008030356	0.293162	0.376347212	4.085147812	70.76471624	0.0163376	Pass	NA	NA	2	3	2	7	NA
SIM_SIM_w501_1_NA-MM-DD	SIM	NA_NA_w50	NA	NA	NA	w501	w501	NA	NA	NA	NA	NA	NA	NA	NA	NA	BR-1	TR-1	NA	NA	NA	1	1	NA	inbred_line	NA	NA	dgn	NA	NA	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pass	NA	NA	NA	NA	NA	NA	NA
TR_Ank_Yes_1_2014-08-31	TR_Yes_14_03	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	31	31	8	8	2014	243	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	NextSeq 500	DrosEU	Banu_Sebnem_Onder	SRR5647749	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.065444964	0.039845	1.350857322	5.769922806	31.70799561	0.04583448	Abnormal PNPS	NA	NA	NA	NA	NA	NA	NA
TR_Ank_Yes_1_2014-10-23	TR_Yes_14_04	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	23	23	10	10	2014	296	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	NextSeq 500	DrosEU	Banu_Sebnem_Onder	SRR5647748	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.009891438	0.053858	1.225812042	5.628056695	36.51234204	0.03059466	Abnormal PNPS	NA	NA	NA	NA	NA	NA	NA
TR_Ank_Yes_1_2015-05-01	TR_Yes_15_3	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	1	1	5	5	2015	121	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Banu_Sebnem_Onder	SRR8439113	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008066441	0.277398	0.368361745	4.096249383	67.91886084	0.023273703	Pass	NA	NA	2	3	2	7	NA
TR_Ank_Yes_1_2015-06-01	TR_Yes_15_4	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	1	1	6	6	2015	152	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Banu_Sebnem_Onder	SRR8439111	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008824796	0.625455	0.342410485	3.771954749	32.22410283	0.014204161	Pass	NA	NA	2	3	2	7	NA
TR_Ank_Yes_1_2015-07-28	TR_Yes_15_5	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	28	28	7	7	2015	209	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Banu_Sebnem_Onder	SRR8439110	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008286783	0.216914	0.39369786	4.095169351	80.00311174	0.014164365	Pass	NA	NA	2	3	2	7	NA
TR_Ank_Yes_1_2015-08-27	TR_Yes_15_6	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	27	27	8	8	2015	239	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Banu_Sebnem_Onder	SRR8439109	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008190076	0.215564	0.378959961	4.138271112	77.6802949	0.017981842	Pass	NA	NA	2	3	2	7	NA
TR_Ank_Yes_1_2015-09-17	TR_Yes_15_7	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	17	17	9	9	2015	260	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Banu_Sebnem_Onder	SRR8439108	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.064704369	0.841194	0.239446358	4.864042122	9.755962824	0.106277872	Pass	NA	NA	2	3	2	7	NA
TR_Ank_Yes_1_2015-10-15	TR_Yes_15_8	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	15	15	10	10	2015	288	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Banu_Sebnem_Onder	SRR8439107	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008003666	0.118584	0.38555241	4.15854341	81.91853334	0.013558208	Pass	NA	NA	2	3	2	7	NA
TR_Ank_Yes_1_2016-05-26	TR_Yes_16_39	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	26	26	5	5	2016	147	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Banu_Onder	SRR8494467	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008802676	0.205158	0.360410748	4.347290976	54.10368488	0.037651606	Pass	NA	NA	2	3	2	7	NA
TR_Ank_Yes_1_2016-06-25	TR_Yes_16_40	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	25	25	6	6	2016	177	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Banu_Onder	SRR8494465	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.00855358	0.173536	0.364696865	4.329906123	53.3205947	0.037104172	Pass	NA	NA	2	3	2	7	NA
TR_Ank_Yes_1_2016-07-27	TR_Yes_16_41	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	27	27	7	7	2016	209	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Banu_Onder	SRR8494464	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.045116982	0.168793	0.379202879	4.446117581	68.1574344	0.040623667	Pass	NA	NA	2	3	2	7	NA
TR_Ank_Yes_1_2016-08-24	TR_Yes_16_42	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	24	24	8	8	2016	237	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Banu_Onder	SRR8494463	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008548049	0.164769	0.359618545	4.298001111	56.38205763	0.041596721	Pass	NA	NA	2	3	2	7	NA
TR_Ank_Yes_1_2016-09-27	TR_Yes_16_43	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	27	27	9	9	2016	271	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Banu_Onder	SRR8494468	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.00849114	0.186352	0.371228701	4.372783168	68.02825721	0.042844948	Pass	NA	NA	2	3	2	7	NA
TR_Ank_Yes_1_2016-10-13	TR_Yes_16_52	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	13	13	10	10	2016	287	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Banu_Onder	SRR8494423	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.010363529	0.167977	0.354455571	4.300856243	46.0982179	0.035582714	Pass	NA	NA	2	3	2	7	NA
TR_Ank_Yes_1_2017-06-07	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	7	7	6	6	2017	158	TRUE	NA	BR-1	TR-1	NA	NA	Banana+Yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-19	FALSE	6.6	Hold	DIN	Pass	NA	0.007774444	0.187316	0.352431898	3.701999475	34.8879333	0.003053108	Pass	NA	NA	2	3	2	7	Banana_Yeast
